root_time,mass_uptake
21.1542,32427.54904
21.16601,32425.37969
21.17782,32423.75267
21.18962,32422.12565
21.20142,32420.49863
21.2132,32418.32928
21.22499,32416.70226
21.23676,32415.07524
21.24853,32413.99056
21.26029,32412.90588
21.27205,32411.82121
21.2838,32410.73653
21.29554,32409.65185
21.30728,32408.56717
21.31901,32406.94015
21.33073,32406.39781
21.34245,32405.31313
21.35416,32404.7708
21.36586,32404.7708
21.37756,32404.22846
21.38925,32404.22846
21.40093,32404.22846
21.41261,32404.7708
21.42429,32404.7708
21.43595,32404.7708
21.44761,32404.7708
21.45926,32405.31313
21.47091,32405.31313
21.48255,32405.85547
21.49419,32405.85547
21.50581,32405.85547
21.51743,32406.39781
21.52905,32406.94015
21.54066,32406.94015
21.55226,32407.48249
21.56386,32408.02483
21.57545,32408.56717
21.58703,32409.10951
21.59861,32409.65185
21.61018,32410.73653
21.62175,32411.27887
21.63331,32412.36354
21.64486,32412.90588
21.65641,32413.99056
21.66795,32415.07524
21.67948,32416.15992
21.69101,32416.70226
21.70253,32417.78694
21.71405,32418.87162
21.72556,32419.95629
21.73707,32421.04097
21.74856,32422.12565
21.76006,32423.21033
21.77154,32423.75267
21.78302,32424.83735
21.79449,32425.92203
21.80596,32426.46437
21.81742,32427.54904
21.82888,32428.63372
21.84033,32429.17606
21.85177,32430.26074
21.86321,32430.80308
21.87464,32431.34542
21.88607,32431.88776
21.89749,32432.97244
21.9089,32434.05712
21.92031,32435.68413
21.93171,32436.76881
21.94311,32437.31115
21.9545,32437.85349
21.96588,32438.39583
21.97726,32438.39583
21.98863,32438.93817
22,32440.02285
22.01136,32441.64986
22.02272,32443.27688
22.03406,32445.44624
22.04541,32447.6156
22.05675,32449.24261
22.06808,32451.41197
22.0794,32453.03899
22.09072,32454.66601
22.10204,32456.29302
22.11334,32457.3777
22.12465,32458.46238
22.13594,32459.54706
22.14723,32460.63174
22.15852,32461.71642
22.1698,32462.25876
22.18107,32463.34344
22.19234,32463.88577
22.2036,32464.42811
22.21486,32464.97045
22.22611,32465.51279
22.23736,32466.05513
22.2486,32466.59747
22.25983,32467.68215
22.27106,32468.22449
22.28228,32468.76683
22.2935,32468.76683
22.30471,32468.76683
22.31591,32468.22449
22.32711,32467.13981
22.33831,32466.05513
22.3495,32464.97045
22.36068,32464.42811
22.37186,32463.88577
22.38303,32463.88577
22.3942,32463.88577
22.40536,32463.88577
22.41651,32464.42811
22.42766,32465.51279
22.43881,32466.05513
22.44994,32466.59747
22.46108,32467.13981
22.47221,32467.68215
22.48333,32468.22449
22.49444,32468.22449
22.50555,32468.76683
22.51666,32468.76683
22.52776,32468.76683
22.53886,32468.76683
22.54994,32468.76683
22.56103,32468.76683
22.57211,32468.22449
22.58318,32468.22449
22.59425,32468.22449
22.60531,32467.68215
22.61637,32467.13981
22.62742,32466.59747
22.63846,32466.05513
22.6495,32465.51279
22.66054,32464.97045
22.67157,32464.42811
22.68259,32463.88577
22.69361,32462.8011
22.70463,32462.25876
22.71563,32461.17408
22.72664,32460.63174
22.73763,32459.00472
22.74863,32457.92004
22.75961,32456.83536
22.7706,32456.29302
22.78157,32455.20835
22.79254,32454.12367
22.80351,32453.58133
22.81447,32453.03899
22.82542,32451.95431
22.83637,32450.86963
22.84732,32449.78495
22.85826,32448.15794
22.86919,32445.98858
22.88012,32443.81922
22.89105,32441.64986
22.90196,32440.02285
22.91288,32438.39583
22.92379,32437.31115
22.93469,32436.76881
22.94559,32435.68413
22.95648,32435.68413
22.96737,32435.14179
22.97825,32434.59945
22.98913,32433.51478
23,32432.4301
23.01087,32431.34542
23.02173,32429.7184
23.03259,32428.09138
23.04344,32426.46437
23.05428,32424.83735
23.06513,32423.21033
23.07596,32421.04097
23.08679,32419.41396
23.09762,32417.78694
23.10844,32416.15992
23.11926,32414.5329
23.13007,32412.36354
23.14087,32410.73653
23.15167,32409.10951
23.16247,32406.94015
23.17326,32405.31313
23.18405,32403.14378
23.19483,32400.97442
23.2056,32399.3474
23.21637,32397.17805
23.22714,32395.00869
23.2379,32392.83933
23.24866,32390.66997
23.25941,32388.50062
23.27015,32386.33126
23.28089,32384.1619
23.29163,32381.99255
23.30236,32379.82319
23.31309,32377.65383
23.32381,32375.48448
23.33452,32373.31512
23.34524,32371.14576
23.35594,32368.9764
23.36664,32366.80705
23.37734,32364.63769
23.38803,32362.46833
23.39872,32360.29898
23.4094,32358.12962
23.42008,32355.96026
23.43075,32353.7909
23.44142,32351.62155
23.45208,32349.45219
23.46274,32347.28283
23.47339,32345.11348
23.48404,32342.94412
23.49468,32340.77476
23.50532,32338.60541
23.51595,32336.97839
23.52658,32334.80903
23.5372,32333.18201
23.54782,32331.555
23.55844,32329.38564
23.56905,32327.75862
23.57965,32325.58926
23.59025,32323.96225
23.60085,32322.33523
23.61144,32320.16587
23.62202,32318.53885
23.6326,32316.91184
23.64318,32315.28482
23.65375,32313.11546
23.66432,32311.48844
23.67488,32309.86142
23.68544,32308.23441
23.69599,32306.60739
23.70654,32304.98037
23.71708,32303.35335
23.72762,32301.72634
23.73815,32300.64166
23.74868,32299.55698
23.75921,32298.4723
23.76973,32296.84528
23.78024,32295.7606
23.79075,32294.67593
23.80126,32293.59125
23.81176,32292.50657
23.82226,32291.42189
23.83275,32290.87955
23.84324,32289.79487
23.85372,32288.71019
23.8642,32287.62551
23.87467,32286.54084
23.88514,32285.9985
23.89561,32284.91382
23.90607,32283.82914
23.91652,32282.74446
23.92697,32281.65978
23.93742,32281.11744
23.94786,32280.03277
23.9583,32278.94809
23.96873,32278.40575
23.97916,32277.32107
23.98958,32276.23639
24,32275.15171
24.01041,32274.06703
24.02082,32272.98235
24.03123,32272.44002
24.04163,32271.35534
24.05203,32270.27066
24.06242,32269.18598
24.07281,32268.1013
24.08319,32267.55896
24.09357,32265.93194
24.10394,32265.38961
24.11431,32264.30493
24.12468,32263.22025
24.13504,32262.13557
24.14539,32261.05089
24.15574,32259.96621
24.16609,32258.88153
24.17643,32257.79686
24.18677,32256.71218
24.19711,32255.6275
24.20744,32254.54282
24.21776,32253.45814
24.22808,32252.37346
24.2384,32251.28878
24.24871,32250.20411
24.25902,32249.11943
24.26932,32248.03475
24.27962,32246.40773
24.28992,32245.32305
24.30021,32244.78071
24.31049,32243.69603
24.32077,32243.1537
24.33105,32242.06902
24.34132,32241.52668
24.35159,32240.98434
24.36186,32240.98434
24.37212,32240.442
24.38237,32240.98434
24.39262,32241.52668
24.40287,32242.61136
24.41311,32243.69603
24.42335,32244.78071
24.43358,32245.32305
24.44381,32246.40773
24.45404,32246.95007
24.46426,32248.03475
24.47448,32248.57709
24.48469,32249.11943
24.4949,32249.66177
24.5051,32250.74645
24.5153,32250.74645
24.5255,32251.28878
24.53569,32251.83112
24.54588,32252.37346
24.55606,32252.9158
24.56624,32253.45814
24.57641,32254.00048
24.58658,32255.08516
24.59675,32255.6275
24.60691,32256.16984
24.61707,32256.71218
24.62722,32257.79686
24.63737,32258.88153
24.64752,32259.96621
24.65766,32261.05089
24.66779,32262.13557
24.67793,32263.22025
24.68805,32263.76259
24.69818,32263.76259
24.7083,32263.76259
24.71841,32264.30493
24.72853,32264.30493
24.73863,32264.84727
24.74874,32265.38961
24.75884,32266.47428
24.76893,32268.1013
24.77902,32270.27066
24.78911,32272.44002
24.79919,32274.60937
24.80927,32276.77873
24.81935,32278.94809
24.82942,32281.11744
24.83948,32283.2868
24.84955,32285.45616
24.85961,32287.62551
24.86966,32289.25253
24.87971,32291.42189
24.88976,32293.04891
24.8998,32294.67593
24.90984,32296.30294
24.91987,32297.38762
24.9299,32299.01464
24.93993,32300.09932
24.94995,32301.72634
24.95997,32302.81101
24.96998,32303.89569
24.97999,32304.43803
24.99,32305.52271
25,32306.06505
25.01,32307.14973
25.01999,32308.23441
25.02998,32308.77675
25.03997,32308.77675
25.04995,32308.77675
25.05993,32308.77675
25.0699,32307.69207
25.07987,32307.14973
25.08984,32305.52271
25.0998,32304.43803
25.10976,32303.89569
25.11971,32303.35335
25.12966,32302.81101
25.13961,32302.26867
25.14955,32302.26867
25.15949,32302.26867
25.16943,32302.26867
25.17936,32302.26867
25.18928,32302.26867
25.19921,32302.81101
25.20913,32302.81101
25.21904,32302.26867
25.22895,32302.26867
25.23886,32302.26867
25.24876,32302.26867
